"","normalized","rescaled","raw"
"10679",0,0,0
"10680",0,0,0
"10681",0,0,0
"10682",0,0,0
"10683",0,0,0
"10684",0.443707763807176,0.000478950028162225,19.3889449496092
"10685",0,0,0
"10686",0,0,0
"10687",0,0,0
"10688",0,0,0
"10689",0,0,0
"10690",0,0,0
"10691",0,0,0
"10692",0,0,0
"10693",0,0,0
"10694",0,0,0
"10695",0,0,0
"10696",0,0,0
"10697",0,0,0
"10698",0,0,0
"10699",0,0,0
"10700",0,0,0
"10701",0,0,0
"10702",0,0,0
"10703",0.574745149032938,0.000620395286648749,25.1149584560737
"10704",0,0,0
"10705",0.188786511222108,0.000203781209710296,8.24950918574625
"10706",0,0,0
"10707",0.485600825342446,0.000524170519302513,21.2195693608397
"10708",0.124445596513507,0.000134329905439093,5.43796844868876
"10709",0,0,0
"10710",0.373880741603048,0.000403576872722725,16.3376747218939
"10711",0,0,0
"10712",0,0,0
"10713",0,0,0
"10714",0,0,0
"10715",0,0,0
"10716",0,0,0
"10717",0,0,0
"10718",0,0,0
"10719",0,0,0
"10720",0,0,0
"10721",0,0,0
"10722",0,0,0
"10723",0,0,0
"10724",0,0,0
"10725",0,0,0
"10726",0,0,0
"10727",0,0,0
"10728",0,0,0
"10729",0,0,0
"10730",0,0,0
"10731",0,0,0
"10732",0.502400618655086,0.000542304665550415,21.9536792734289
"10733",0,0,0
"10734",0,0,0
"10735",0,0,0
"10736",0,0,0
"10737",0,0,0
"10738",0,0,0
"10739",0,0,0
"10740",0.396994371045188,0.000428526342565797,17.3476838436501
"10741",0,0,0
"10742",0.250631891890342,0.000270538767789958,10.9520011838018
"10743",0,0,0
"10744",0,0,0
"10745",0,0,0
"10746",0,0,0
"10747",0,0,0
"10748",0,0,0
"10749",0,0,0
"10750",0,0,0
"10751",0,0,0
"10752",0,0,0
"10753",0,0,0
"10754",0,0,0
"10755",0,0,0
"10756",0,0,0
"10757",0,0,0
"10758",0,0,0
"10759",0,0,0
"10760",0,0,0
"10761",0,0,0
"10762",0,0,0
"10763",0,0,0
"10764",0,0,0
"10765",0,0,0
"10766",0,0,0
"10767",0,0,0
"10768",0,0,0
"10769",0,0,0
"10770",0,0,0
"10771",0,0,0
"10772",0,0,0
"10773",0,0,0
"10774",0,0,0
"10775",0,0,0
"10776",0.564847786297238,0.000609711808585797,24.6824678916034
"10777",0,0,0
"10778",0,0,0
"10779",0,0,0
"10780",0,0,0
"10781",0,0,0
"10782",0,0,0
"10783",0,0,0
"10784",0,0,0
"10785",0,0,0
"10786",0.48930082479898,0.000528164397680259,21.3812502950672
"10787",0,0,0
"10788",0.652071019591328,0.000703862899574503,28.4939100312568
"10789",0,0,0
"10790",0,0,0
"10791",0,0,0
"10792",0,0,0
"10793",0,0,0
"10794",0,0,0
"10795",0,0,0
"10796",0.253632753279451,0.000273777977837789,11.0831314930297
"10797",0,0,0
"10798",0,0,0
"10799",0,0,0
"10800",0,0,0
"10801",0.489356154582284,0.00052822412212827,21.3836680713832
"10802",0,0,0
"10803",0,0,0
"10804",0,0,0
"10805",0,0,0
"10806",0,0,0
"10807",0,0,0
"10808",0,0,0
"10809",0,0,0
"10810",0,0,0
"10811",0,0,0
"10812",0,0,0
"10813",0.569778430221969,0.00061503407751872,24.8979249816539
"10814",0,0,0
"10815",0,0,0
"10816",0,0,0
"10817",0.531155297859861,0.00057334323538916,23.2101884842691
"10818",0,0,0
"10819",0,0,0
"10820",0,0,0
"10821",0,0,0
"10822",0,0,0
"10823",0,0,0
"10824",0,0,0
"10825",0,0,0
"10826",0,0,0
"10827",0,0,0
"10828",0,0,0
"10829",0,0,0
"10830",0,0,0
"10831",0,0,0
"10832",0,0,0
"10833",0,0,0
"10834",0,0,0
"10835",0,0,0
"10836",0,0,0
"10837",0,0,0
"10838",0,0,0
"10839",0.550981983904827,0.000594744690613024,24.0765662121695
"10840",0,0,0
"10841",0,0,0
"10842",0,0,0
"10843",0,0,0
"10844",0,0,0
"10845",0,0,0
"10846",0,0,0
"10847",0,0,0
"10848",0,0,0
"10849",0.57509556470549,0.000620773534698314,25.1302707646217
"10850",0,0,0
"10851",0,0,0
"10852",0.273157112987198,0.000294853093926897,11.9362982988158
"10853",0,0,0
"10854",0,0,0
"10855",0,0,0
"10856",0,0,0
"10857",0,0,0
"10858",0,0,0
"10859",0,0,0
"10860",0,0,0
"10861",0,0,0
"10862",0,0,0
"10863",0,0,0
"10864",0,0,0
"10865",0,0,0
"10866",0,0,0
"10867",0,0,0
"10868",0,0,0
"10869",0,0,0
"10870",0.573780140021399,0.000619353630110472,25.0727899205491
"10871",0,0,0
"10872",0,0,0
"10873",0,0,0
"10874",0,0,0
"10875",0,0,0
"10876",0,0,0
"10877",0,0,0
"10878",0,0,0
"10879",0,0,0
"10880",0,0,0
"10881",0,0,0
"10882",0,0,0
"10883",0,0,0
"10884",0,0,0
"10885",0,0,0
"10886",0,0,0
"10887",0,0,0
"10888",0,0,0
"10889",0.467987361975778,0.000505158075834957,20.4499040553287
"10890",0,0,0
"10891",0,0,0
"10892",0,0,0
"10893",0,0,0
"10894",0,0,0
"10895",0,0,0
"10896",0,0,0
"10897",0,0,0
"10898",0,0,0
"10899",0,0,0
"10900",0,0,0
"10901",0,0,0
"10902",0,0,0
"10903",0,0,0
"10904",0.394859127460904,0.000426221503529286,17.2543789171047
"10905",0,0,0
"10906",0,0,0
"10907",0,0,0
"10908",0,0,0
"10909",0,0,0
"10910",0,0,0
"10911",0,0,0
"10912",0,0,0
"10913",0,0,0
"10914",0,0,0
"10915",0,0,0
"10916",0,0,0
"10917",0,0,0
"10918",0,0,0
"10919",0,0,0
"10920",0,0,0
"10921",0,0,0
"10922",0,0,0
"10923",0,0,0
"10924",0,0,0
"10925",0,0,0
"10926",0,0,0
"10927",0,0,0
"10928",0,0,0
"10929",0,0,0
"10930",0.910560481176826,0.000982883338260842,39.7892678084837
"10931",0,0,0
"10932",0,0,0
"10933",0,0,0
"10934",0,0,0
"10935",0,0,0
"10936",0,0,0
"10937",0,0,0
"10938",0,0,0
"10939",0,0,0
"10940",0,0,0
"10941",0,0,0
"10942",0,0,0
"10943",0,0,0
"10944",0,0,0
"10945",0,0,0
"10946",0,0,0
"10947",0,0,0
"10948",0,0,0
"10949",0,0,0
"10950",0,0,0
"10951",0,0,0
"10952",0,0,0
"10953",0,0,0
"10954",0,0,0
"10955",0,0,0
"10956",0,0,0
"10957",0,0,0
"10958",0,0,0
"10959",0,0,0
"10960",0,0,0
"10961",0,0,0
"10962",0,0,0
"10963",0,0,0
"10964",0,0,0
"10965",0,0,0
"10966",0,0,0
"10967",0,0,0
"10968",0,0,0
"10969",0,0,0
"10970",0,0,0
"10971",0,0,0
"10972",0,0,0
"10973",0,0,0
"10974",0.388322936730323,0.00041916616443036,16.9687633552583
"10975",0,0,0
"10976",0,0,0
"10977",0,0,0
"10978",0,0,0
"10979",0,0,0
"10980",0,0,0
"10981",0,0,0
"10982",0,0,0
"10983",0,0,0
"10984",0,0,0
"10985",0,0,0
"10986",0,0,0
"10987",0.530523850708455,0.000572661634444534,23.1825957868772
"10988",0,0,0
"10989",0.359922065030193,0.000388509503875463,15.7277146677396
"10990",0,0,0
"10991",0,0,0
"10992",0,0,0
"10993",0,0,0
"10994",0,0,0
"10995",0,0,0
"10996",0,0,0
"10997",0,0,0
"10998",0,0,0
"10999",0,0,0
"11000",0.391183864410443,0.000422254326289884,17.093778903372
"11001",0,0,0
"11002",0,0,0
"11003",0,0,0
"11004",0.533272516295479,0.000575628617598081,23.3027057558676
"11005",0,0,0
"11006",0,0,0
"11007",0,0,0
"11008",0,0,0
"11009",0,0,0
"11010",0.575085034845409,0.0006207621684857,25.129810635469
"11011",0,0,0
"11012",0,0,0
"11013",0.273322220272998,0.000295031315147336,11.9435130837177
"11014",0,0,0
"11015",0,0,0
"11016",0,0,0
"11017",0,0,0
"11018",0,0,0
"11019",0,0,0
"11020",0,0,0
"11021",0,0,0
"11022",0,0,0
"11023",0,0,0
"11024",0,0,0
"11025",0,0,0
"11026",0,0,0
"11027",0,0,0
"11028",0,0,0
"11029",0,0,0
"11030",0,0,0
"11031",0.461491762286408,0.000498146551791608,20.1660622227872
"11032",0,0,0
"11033",0,0,0
"11034",0,0,0
"11035",0,0,0
"11036",0,0,0
"11037",0,0,0
"11038",0,0,0
"11039",0,0,0
"11040",0,0,0
"11041",0,0,0
"11042",0,0,0
"11043",0,0,0
"11044",0,0,0
"11045",0,0,0
"11046",0,0,0
"11047",0.273924556261864,0.000295681492724476,11.9698336944482
"11048",0,0,0
"11049",0,0,0
"11050",0,0,0
"11051",0,0,0
"11052",0,0,0
"11053",0,0,0
"11054",0,0,0
"11055",0,0,0
"11056",0,0,0
"11057",0,0,0
"11058",0,0,0
"11059",0,0,0
"11060",0,0,0
"11061",0,0,0
"11062",0,0,0
"11063",0,0,0
"11064",0.552790670221798,0.000596697035000729,24.1556013841709
"11065",0,0,0
"11066",0,0,0
"11067",0,0,0
"11068",0,0,0
"11069",0,0,0
"11070",0,0,0
"11071",0,0,0
"11072",0,0,0
"11073",0,0,0
"11074",0,0,0
"11075",0,0,0
"11076",0,0,0
"11077",0,0,0
"11078",0,0,0
"11079",0,0,0
"11080",0,0,0
"11081",0,0,0
"11082",0,0,0
"11083",0,0,0
"11084",0,0,0
"11085",0,0,0
"11086",0,0,0
"11087",0,0,0
"11088",0,0,0
"11089",0,0,0
"11090",0,0,0
"11091",0,0,0
"11092",0,0,0
"11093",0,0,0
"11094",0,0,0
"11095",0,0,0
"11096",0,0,0
"11097",0,0,0
"11098",0,0,0
"11099",0,0,0
"11100",0,0,0
"11101",0,0,0
"11102",0,0,0
"11103",0,0,0
"11104",0,0,0
"11105",0,0,0
"11106",0,0,0
"11107",0.57354791066521,0.000619102955531934,25.0626420652036
"11108",0,0,0
"11109",0,0,0
"11110",0,0,0
"11111",0,0,0
"11112",0,0,0
"11113",0,0,0
"11114",0,0,0
"11115",0,0,0
"11116",0,0,0
"11117",0,0,0
"11118",0,0,0
"11119",0,0,0
"11120",0,0,0
"11121",0.910173692338331,0.00098246582804308,39.7723660814723
"11122",0,0,0
"11123",0,0,0
"11124",0,0,0
"11125",0,0,0
"11126",0,0,0
"11127",0,0,0
"11128",0,0,0
"11129",0,0,0
"11130",0,0,0
"11131",0,0,0
"11132",0,0,0
"11133",0,0,0
"11134",0,0,0
"11135",0,0,0
"11136",0,0,0
"11137",0,0,0
"11138",0,0,0
"11139",0,0,0
"11140",0,0,0
"11141",0,0,0
"11142",0.0205998978712947,2.22360807503996e-05,0.900165195143348
"11143",0,0,0
"11144",0,0,0
"11145",0,0,0
"11146",0,0,0
"11147",0,0,0
"11148",0,0,0
"11149",0,0,0
"11150",0,0,0
"11151",0,0,0
"11152",0,0,0
"11153",0,0,0
"11154",0,0,0
"11155",0,0,0
"11156",0,0,0
"11157",0,0,0
"11158",0,0,0
"11159",0,0,0
"11160",0,0,0
"11161",0,0,0
"11162",0,0,0
"11163",0,0,0
"11164",0,0,0
"11165",0,0,0
"11166",0,0,0
"11167",0,0,0
"11168",0,0,0
"11169",0,0,0
"11170",0,0,0
"11171",0,0,0
"11172",0.573752463017343,0.000619323754812015,25.0715805031087
"11173",0,0,0
"11174",0,0,0
"11175",0,0,0
"11176",0,0,0
"11177",0,0,0
"11178",0,0,0
"11179",0.573599919826621,0.000619159095611856,25.0649147384577
"11180",0,0,0
"11181",0,0,0
"11182",0,0,0
"11183",0.27309470727492,0.00029478573153189,11.9335713216957
"11184",0,0,0
"11185",0,0,0
"11186",0,0,0
"11187",0,0,0
"11188",0,0,0
"11189",0,0,0
"11190",0,0,0
"11191",0,0,0
"11192",0,0,0
"11193",0,0,0
"11194",0,0,0
"11195",0,0,0
"11196",0,0,0
"11197",0,0,0
"11198",0,0,0
"11199",0,0,0
"11200",0,0,0
"11201",0,0,0
"11202",0,0,0
"11203",0,0,0
"11204",0,0,0
"11205",0.821683480481453,0.000886947126505661,35.9055600748551
"11206",0.543483495614371,0.000586650621789273,23.7489005986102
"11207",0,0,0
"11208",0,0,0
"11209",0,0,0
"11210",0,0,0
"11211",0,0,0
"11212",0,0,0
"11213",0,0,0
"11214",0,0,0
"11215",0,0,0
"11216",0,0,0
"11217",0,0,0
"11218",0.55371897625709,0.000597699073364744,24.1961660893278
"11219",0,0,0
"11220",0,0,0
"11221",0,0,0
"11222",0,0,0
"11223",0,0,0
"11224",0,0,0
"11225",0,0,0
"11226",0,0,0
"11227",0,0,0
"11228",0,0,0
"11229",0,0,0
"11230",0,0,0
"11231",0,0,0
"11232",0,0,0
"11233",0,0,0
"11234",0,0,0
"11235",0,0,0
"11236",0,0,0
"11237",0,0,0
"11238",0,0,0
"11239",0,0,0
"11240",0,0,0
"11241",0,0,0
"11242",0,0,0
"11243",0,0,0
"11244",0,0,0
"11245",0,0,0
"11246",0,0,0
"11247",0,0,0
"11248",0,0,0
"11249",0,0,0
"11250",0,0,0
"11251",0,0,0
"11252",0.866185348726662,0.000934983633386746,37.8501829639332
"11253",0,0,0
"11254",0,0,0
"11255",0,0,0
"11256",0,0,0
"11257",0,0,0
"11258",0,0,0
"11259",0,0,0
"11260",0,0,0
"11261",0.33600665510192,0.000362694570730333,14.6826696981228
"11262",0,0,0
"11263",0,0,0
"11264",0.526316026970959,0.000568119596955077,22.9987241725877
"11265",0,0,0
"11266",0,0,0
"11267",0,0,0
"11268",0,0,0
"11269",0,0,0
"11270",0,0,0
"11271",0,0,0
"11272",0,0,0
"11273",0,0,0
"11274",0,0,0
"11275",0,0,0
"11276",0,0,0
"11277",0.573447516976309,0.000618994587898891,25.0582551063397
"11278",0,0,0
"11279",0,0,0
"11280",0.478124980655901,0.000516100892590475,20.892893217435
"11281",0,0,0
"11282",0,0,0
"11283",0,0,0
"11284",0,0,0
"11285",0,0,0
"11286",0,0,0
"11287",0,0,0
"11288",0,0,0
"11289",0.543494528268181,0.000586662530730887,23.7493826986201
"11290",0,0,0
"11291",0,0,0
"11292",0,0,0
"11293",0,0,0
"11294",0,0,0
"11295",0,0,0
"11296",0,0,0
"11297",0,0,0
"11298",0,0,0
"11299",0,0,0
"11300",0.587769204103849,0.000634453800048369,25.684077834612
"11301",0,0,0
"11302",0,0,0
"11303",0,0,0
"11304",0,0,0
"11305",0.502225315304552,0.000542115438424986,21.9460189454151
"11306",0,0,0
"11307",0.573768433495873,0.000619340993773704,25.0722783739919
"11308",0,0,0
"11309",0,0,0
"11310",0,0,0
"11311",0,0,0
"11312",0,0,0
"11313",0,0,0
"11314",0,0,0
"11315",0,0,0
"11316",0,0,0
"11317",0,0,0
"11318",0,0,0
"11319",0,0,0
"11320",0,0,0
"11321",0,0,0
"11322",0,0,0
"11323",0,0,0
"11324",0,0,0
"11325",0.103334009629735,0.000111541493882412,4.51544369416082
"11326",0,0,0
"11327",0,0,0
"11328",0,0,0
"11329",0,0,0
"11330",0,0,0
"11331",0,0,0
"11332",0.103571380347347,0.000111797718183988,4.5258162144362
"11333",0,0,0
"11334",0,0,0
"11335",0.866041461082362,0.000934828317214908,37.8438954255086
"11336",0,0,0
"11337",0,0,0
"11338",0,0,0
"11339",0,0,0
"11340",0,0,0
"11341",0,0,0
"11342",0,0,0
"11343",0,0,0
"11344",0,0,0
"11345",0,0,0
"11346",0.359596036794644,0.000388157580277693,15.7134680305908
"11347",0,0,0
"11348",0,0,0
"11349",0,0,0
"11350",0,0,0
"11351",0,0,0
"11352",0,0,0
"11353",0,0,0
"11354",0,0,0
"11355",0,0,0
"11356",0,0,0
"11357",0,0,0
"11358",0,0,0
"11359",0,0,0
"11360",0,0,0
"11361",0,0,0
"11362",0,0,0
"11363",0.461658501468069,0.000498326534524087,20.1733483175502
"11364",0,0,0
"11365",0,0,0
"11366",0,0,0
"11367",0,0,0
"11368",0,0,0
"11369",0,0,0
"11370",0,0,0
"11371",0,0,0
"11372",0.16648855354368,0.000179712197785853,7.27514292673342
"11373",0,0,0
"11374",0,0,0
"11375",0,0,0
"11376",0,0,0
"11377",0,0,0
"11378",0,0,0
"11379",0,0,0
"11380",0,0,0
"11381",0,0,0
"11382",0,0,0
"11383",0,0,0
"11384",0,0,0
"11385",0,0,0
"11386",0,0,0
"11387",0,0,0
"11388",0,0,0
"11389",0,0,0
"11390",0,0,0
"11391",0,0,0
"11392",0.865554753714431,0.000934302952263938,37.8226275029408
"11393",0,0,0
"11394",0,0,0
"11395",0,0,0
"11396",0,0,0
"11397",0.575082253567321,0.000620759166299739,25.1296891004134
"11398",0,0,0
"11399",0,0,0
"11400",0,0,0
"11401",0,0,0
"11402",0,0,0
"11403",0,0,0
"11404",0,0,0
"11405",0,0,0
"11406",0,0,0
"11407",0,0,0
"11408",0,0,0
"11409",0,0,0
"11410",0,0,0
"11411",0,0,0
"11412",0,0,0
"11413",0,0,0
"11414",0.487354808099966,0.000526063815204983,21.2962141209772
"11415",0.360042702251134,0.000388639722918447,15.7329862194827
"11416",0,0,0
"11417",0,0,0
"11418",0.485663215485761,0.000524237864891965,21.2222956576342
"11419",0,0,0
"11420",0,0,0
"11421",0,0,0
"11422",0,0,0
"11423",0,0,0
"11424",0,0,0
"11425",0,0,0
"11426",0,0,0
"11427",0,0,0
"11428",0,0,0
"11429",0,0,0
"11430",0,0,0
"11431",0,0,0
"11432",0.461483856901953,0.000498138018508181,20.1657167768056
"11433",0,0,0
"11434",0,0,0
"11435",0,0,0
"11436",0,0,0
"11437",0,0,0
"11438",0,0,0
"11439",0.481764986353964,0.000520030012100666,21.0519525710295
"11440",0,0,0
"11441",0,0,0
"11442",0,0,0
"11443",0.522831844544403,0.000564358677251975,22.8464739151587
"11444",0,0,0
"11445",0,0,0
"11446",0,0,0
"11447",0,0,0
"11448",0,0,0
"11449",0,0,0
"11450",0,0,0
"11451",0.5742351900323,0.00061984482326352,25.0926744939787
"11452",0,0,0
"11453",0,0,0
"11454",0,0,0
"11455",0,0,0
"11456",0,0,0
"11457",0,0,0
"11458",0,0,0
"11459",0,0,0
"11460",0,0,0
"11461",0.554545673521238,0.000598591432503444,24.2322907394963
"11462",0,0,0
"11463",0,0,0
"11464",0,0,0
"11465",0,0,0
"11466",0,0,0
"11467",0,0,0
"11468",0,0,0
"11469",0,0,0
"11470",0,0,0
"11471",0,0,0
"11472",0,0,0
"11473",0,0,0
"11474",0.52660196021827,0.000568428240950118,23.0112187567343
"11475",0,0,0
"11476",0,0,0
"11477",0,0,0
"11478",0.553910793306574,0.000597906125818512,24.2045480256296
"11479",0,0,0
"11480",0,0,0
"11481",0,0,0
"11482",0,0,0
"11483",0,0,0
"11484",0,0,0
"11485",0,0,0
"11486",0,0,0
"11487",0.574063716157675,0.000619659729776816,25.0851815047037
"11488",0,0,0
"11489",0,0,0
"11490",0,0,0
"11491",0.481706613330438,0.000519967002697761,21.0494018125528
"11492",0,0,0
"11493",0,0,0
"11494",0,0,0
"11495",0,0,0
"11496",0,0,0
"11497",0.673556696112696,0.000727055113491827,29.432781588751
"11498",0,0,0
"11499",0,0,0
"11500",0,0,0
"11501",0,0,0
"11502",0,0,0
"11503",0,0,0
"11504",0,0,0
"11505",0,0,0
"11506",0,0,0
"11507",0,0,0
"11508",0,0,0
"11509",0,0,0
"11510",0,0,0
"11511",0,0,0
"11512",0,0,0
"11513",0,0,0
"11514",0,0,0
"11515",0,0,0
"11516",0,0,0
"11517",0,0,0
"11518",0.864084086856933,0.000932715475121839,37.7583629552697
"11519",0,0,0
"11520",0,0,0
"11521",0,0,0
"11522",0,0,0
"11523",0,0,0
"11524",0,0,0
"11525",0,0,0
"11526",0,0,0
"11527",0,0,0
"11528",0,0,0
"11529",0,0,0
"11530",0,0,0
"11531",0,0,0
"11532",0,0,0
"11533",0,0,0
"11534",0,0,0
"11535",0,0,0
"11536",0,0,0
"11537",0,0,0
"11538",0,0,0
"11539",0,0,0
"11540",0,0,0
"11541",0,0,0
"11542",0,0,0
"11543",0,0,0
"11544",0,0,0
"11545",0,0,0
"11546",0,0,0
"11547",0,0,0
"11548",0,0,0
"11549",0,0,0
"11550",0,0,0
"11551",0,0,0
"11552",0,0,0
"11553",0,0,0
"11554",0.573766321993745,0.00061933871456183,25.072186106509
"11555",0,0,0
"11556",0,0,0
"11557",0.554553022531492,0.000598599365221677,24.2326118732849
"11558",0,0,0
"11559",0,0,0
"11560",0,0,0
"11561",0,0,0
"11562",0,0,0
"11563",0,0,0
"11564",0,0,0
"11565",0,0,0
"11566",0,0,0
"11567",0,0,0
"11568",0,0,0
"11569",0,0,0
"11570",0.508326549037318,0.000548701273306619,22.2126279494007
"11571",0,0,0
"11572",0.397911095909487,0.00042951587990408,17.3877424799366
"11573",0,0,0
"11574",0,0,0
"11575",0,0,0
"11576",0,0,0
"11577",0,0,0
"11578",0.564973511385046,0.000609847519608361,24.6879617706948
"11579",0,0,0
"11580",0,0,0
"11581",0.522848490634091,0.00056437664548642,22.8472013085985
"11582",0,0,0
"11583",0,0,0
"11584",0,0,0
"11585",0,0,0
"11586",0,0,0
"11587",0,0,0
"11588",0,0,0
"11589",0.188703602081058,0.000203691715365865,8.24588625889492
"11590",0,0,0
"11591",0,0,0
"11592",0,0,0
"11593",0,0,0
"11594",0,0,0
"11595",0,0,0
"11596",0,0,0
"11597",0,0,0
"11598",0,0,0
"11599",0,0,0
"11600",0,0,0
"11601",0,0,0
"11602",0,0,0
"11603",0.522826052448432,0.000564352425108663,22.8462208147195
"11604",0,0,0
"11605",0,0,0
"11606",0,0,0
"11607",0,0,0
"11608",0,0,0
"11609",0,0,0
"11610",0,0,0
"11611",0,0,0
"11612",0.543505948835184,0.000586674858396378,23.7498817494887
"11613",0,0,0
"11614",0,0,0
"11615",0,0,0
"11616",0,0,0
"11617",0,0,0
"11618",0,0,0
"11619",0,0,0
"11620",0,0,0
"11621",0.574228988170397,0.0006198381288079,25.0924034877696
"11622",0.573539233394746,0.000619093589054103,25.0622628896897
"11623",0,0,0
"11624",0,0,0
"11625",0,0,0
"11626",0,0,0
"11627",0,0,0
"11628",0,0,0
"11629",0,0,0
"11630",0,0,0
"11631",0,0,0
"11632",0,0,0
"11633",0.251696367532198,0.000271687791269445,10.9985161679956
"11634",0,0,0
"11635",0,0,0
"11636",0,0,0
"11637",0,0,0
"11638",0,0,0
"11639",0,0,0
"11640",0,0,0
"11641",0,0,0
"11642",0,0,0
"11643",0,0,0
"11644",0.820966202308399,0.000886172877260534,35.8742167715701
"11645",0,0,0
"11646",0,0,0
"11647",0,0,0
"11648",0,0,0
"11649",0,0,0
"11650",0,0,0
"11651",0,0,0
"11652",0,0,0
"11653",0,0,0
"11654",0,0,0
"11655",0,0,0
"11656",0,0,0
"11657",0,0,0
"11658",0.311881777794295,0.00033665353289328,13.6284715159227
"11659",0,0,0
"11660",0,0,0
"11661",0,0,0
"11662",0,0,0
"11663",0,0,0
"11664",0,0,0
"11665",0,0,0
"11666",0,0,0
"11667",0,0,0
"11668",0.509263991205154,0.000549713173456468,22.253591881223
"11669",0,0,0
"11670",0,0,0
"11671",0.843130531993165,0.000910097647554454,36.8427438138187
"11672",0,0,0
"11673",0,0,0
"11674",0,0,0
"11675",0,0,0
"11676",0,0,0
"11677",0,0,0
"11678",0,0,0
"11679",0.489342744014687,0.000528209646402911,21.3830820623518
"11680",0,0,0
"11681",0,0,0
"11682",0,0,0
"11683",0,0,0
"11684",0,0,0
"11685",0,0,0
"11686",0,0,0
"11687",0,0,0
"11688",0,0,0
"11689",0,0,0
"11690",0.614293096672344,0.000663084399124777,26.8431071210217
"11691",0,0,0
"11692",0.509441979066622,0.000549905298314801,22.2613695158042
"11693",0,0,0
"11694",0,0,0
"11695",0,0,0
"11696",0,0,0
"11697",0,0,0
"11698",0,0,0
"11699",0,0,0
"11700",0,0,0
"11701",0,0,0
"11702",0,0,0
"11703",0,0,0
"11704",0,0,0
"11705",0,0,0
"11706",0,0,0
"11707",0,0,0
"11708",0,0,0
"11709",0.48930916584354,0.000528173401226856,21.3816147783307
"11710",0,0,0
"11711",0,0,0
"11712",0,0,0
"11713",0,0,0
"11714",0,0,0
"11715",0,0,0
"11716",0,0,0
"11717",0,0,0
"11718",0,0,0
"11719",0,0,0
"11720",0.552762693726976,0.000596666836423927,24.1543788797159
"11721",0,0,0
"11722",0,0,0
"11723",0,0,0
"11724",0,0,0
"11725",0,0,0
"11726",0.820869309703728,0.000886068288791454,35.8699828015312
"11727",0,0,0
"11728",0,0,0
"11729",0,0,0
"11730",0.67926915536001,0.000733221294795261,29.6824020978056
"11731",0,0,0
"11732",0,0,0
"11733",0,0,0
"11734",0,0,0
"11735",0,0,0
"11736",0,0,0
"11737",0,0,0
"11738",0,0,0
"11739",0,0,0
"11740",0,0,0
"11741",0.774680414035052,0.000836210759386338,33.8516409367889
"11742",0,0,0
"11743",0,0,0
"11744",0,0,0
"11745",0,0,0
"11746",0,0,0
"11747",0,0,0
"11748",0,0,0
"11749",0,0,0
"11750",0,0,0
"11751",0,0,0
"11752",0.77773157882834,0.000839504268274111,33.9849693818485
"11753",0,0,0
"11754",0,0,0
"11755",0,0,0
"11756",0,0,0
"11757",0,0,0
"11758",0,0,0
"11759",0,0,0
"11760",0,0,0
"11761",0,0,0
"11762",0,0,0
"11763",0,0,0
"11764",0,0,0
"11765",0,0,0
"11766",0.502593510360388,0.000542512878016416,21.9621081695636
"11767",0,0,0
"11768",0,0,0
"11769",0,0,0
"11770",0,0,0
"11771",0.586237221661317,0.000632800137223769,25.6171339457173
"11772",0,0,0
"11773",0,0,0
"11774",0,0,0
"11775",0,0,0
"11776",0,0,0
"11777",0,0,0
"11778",0,0,0
"11779",0,0,0
"11780",0,0,0
"11781",0,0,0
"11782",0,0,0
"11783",0,0,0
"11784",0.273648042812393,0.000295383016711176,11.9577507324472
"11785",0,0,0
"11786",0,0,0
"11787",0,0,0
"11788",0.552934015816435,0.000596851766069663,24.16186523635
"11789",0,0,0
"11790",0,0,0
"11791",0,0,0
"11792",0,0,0
"11793",0,0,0
"11794",0,0,0
"11795",0,0,0
"11796",0,0,0
"11797",0,0,0
"11798",0,0,0
"11799",0.489319840510995,0.000528184923748424,21.3820812352119
"11800",0,0,0
"11801",0,0,0
"11802",0.885498552535703,0.000955830822150978,38.6941227729667
"11803",0,0,0
"11804",0,0,0
"11805",0,0,0
"11806",0.489370759328556,0.000528239886882031,21.3843062631044
"11807",0,0,0
"11808",0,0,0
"11809",0,0,0
"11810",0,0,0
"11811",0,0,0
"11812",0.294902994031446,0.000318326179565942,12.8865401580746
"11813",0,0,0
"11814",0.489299238545887,0.000528162685436242,21.3811809796835
"11815",0,0,0
"11816",0.489119715030433,0.000527968902951923,21.373336240776
"11817",0,0,0
"11818",0,0,0
"11819",0,0,0
"11820",0,0,0
"11821",0,0,0
"11822",0,0,0
"11823",0,0,0
"11824",0,0,0
"11825",0,0,0
"11826",0.339859494806321,0.000366853428959663,14.8510293776725
"11827",0.48878843466041,0.000527611310059721,21.3588600981858
"11828",0,0,0
"11829",0,0,0
"11830",0,0,0
"11831",0,0,0
"11832",0.486219562977337,0.00052483840125507,21.2466066834194
"11833",0,0,0
"11834",0,0,0
"11835",0,0,0
"11836",0,0,0
"11837",0,0,0
"11838",0,0,0
"11839",0,0,0
"11840",0,0,0
"11841",0,0,0
"11842",0,0,0
"11843",0,0,0
"11844",0,0,0
"11845",0,0,0
"11846",0,0,0
"11847",0,0,0
"11848",0.296502870282597,0.00032005312878353,12.9564508404877
"11849",0.508527747799645,0.000548918452632164,22.2214198436268
"11850",0,0,0
"11851",0,0,0
"11852",0.463642702474584,0.0005004683341622,20.2600530525636
"11853",0,0,0
"11854",0,0,0
"11855",0.526798041139639,0.000568639895941245,23.0197870138175
"11856",0,0,0
"11857",0,0,0
"11858",0,0,0
