original_reachid,upstream_reachid,reachbase
1503,1536,4
1503,1374,4
1503,1385,4
1521,1521,4
1521,1509,4
1521,1523,4
1521,1440,4
1521,1458,4
1521,1310,4
1521,1455,4
1521,1450,4
1521,1482,4
1535,1535,4
1535,1559,4
1535,1570,4
1535,1591,4
1535,1598,4
1754,1754,4
1754,1756,4
1754,1787,4
1754,1736,4
1754,1828,4
1754,1834,4
1754,1862,4
1754,1911,4
1754,2008,4
1571,1571,4
1571,1519,4
1571,1587,4
1588,1588,4
1588,1621,4
1588,1650,4
1588,1696,4
1588,1697,4
1589,1589,4
1589,1398,4
1589,1505,4
1589,1451,4
1589,1491,4
1601,1601,4
1601,1619,4
1601,1620,4
1613,1613,4
1613,1568,4
1613,1597,4
1614,1614,4
1614,1534,4
1614,1600,4
1614,1527,4
1614,1573,4
1614,1423,4
1614,1526,4
1614,1412,4
1614,1472,4
1614,1344,4
1614,1425,4
1614,1297,4
1614,1332,4
1628,1628,4
1628,1610,4
1628,1618,4
1628,1479,4
1628,1638,4
1628,1382,4
1628,1531,4
1628,1264,4
1628,1291,4
1628,1225,4
1628,1328,4
1628,1083,4
1628,1216,4
1628,1180,4
1628,1236,4
1673,1673,4
1673,1667,4
1673,1677,4
1673,1641,4
1673,1680,4
1673,1648,4
1673,1686,4
1673,1579,4
1673,1655,4
1689,1689,4
1689,1683,4
1689,1747,4
1693,1693,4
1693,1576,4
1693,1692,4
1694,1694,4
1694,1688,4
1694,1703,4
1694,1757,4
1694,1778,4
1700,1700,4
1700,1639,4
1700,1879,4
1700,1906,4
1700,1915,4
1700,1968,4
1700,2011,4
1702,1702,4
1702,1669,4
1702,1763,4
1702,1643,4
1702,1660,4
1715,1715,4
1715,1701,4
1715,1716,4
1772,1772,4
1772,1735,4
1772,1806,4
1772,1801,4
1772,1897,4
1772,1802,4
1772,1833,4
1772,1830,4
1772,1854,4
1788,1788,4
1788,1672,4
1788,1790,4
1788,1615,4
1788,1698,4
1789,1789,4
1789,1750,4
1789,1752,4
1792,1792,4
1792,1805,4
1792,1919,4
1808,1808,4
1808,1777,4
1808,1892,4
1808,1916,4
1808,1989,4
1815,1815,4
1815,1794,4
1815,1818,4
1821,1821,4
1821,1739,4
1821,1835,4
1840,1840,4
1840,1829,4
1840,1870,4
1840,1727,4
1840,1809,4
1840,1783,4
1840,1880,4
1855,1855,4
1855,1853,4
1855,1971,4
1858,1858,4
1858,1852,4
1858,2102,4
1858,2098,4
1858,2166,4
1881,1881,4
1881,1781,4
1881,1836,4
1881,1651,4
1881,1730,4
1881,1611,4
1881,1636,4
2009,2009,4
2009,1932,4
2009,1997,4
2009,2006,4
2009,2022,4
1918,1918,4
1918,1863,4
1918,2056,4
1936,1936,4
1936,1837,4
1936,1943,4
1936,1882,4
1936,2003,4
1936,2025,4
1936,2027,4
1936,1984,4
1936,2038,4
1936,2058,4
1936,2165,4
1936,2176,4
1936,2179,4
1962,1962,4
1962,1768,4
1962,1894,4
1969,1969,4
1969,2031,4
1969,2110,4
1995,1995,4
1995,1927,4
1995,1958,4
2048,2048,4
2048,2052,4
2048,2076,4
2048,2041,4
2048,2068,4
2048,2044,4
2048,2113,4
2048,2153,4
2048,2231,4
2048,2310,4
2048,2412,4
2048,2308,4
2048,2348,4
2064,2064,4
2064,2017,4
2064,2085,4
2071,2071,4
2071,1861,4
2071,1884,4
2071,1816,4
2071,1841,4
2075,2075,4
2075,2042,4
2075,2230,4
2081,2081,4
2081,2036,4
2081,2053,4
2084,2084,4
2084,1992,4
2084,2087,4
2084,2092,4
2084,2118,4
2115,2115,4
2115,2093,4
2115,2155,4
2115,2184,4
2115,2266,4
2115,2123,4
2115,2215,4
2125,2125,4
2125,2074,4
2125,2124,4
2138,2138,4
2138,1584,4
2138,2066,4
2138,1564,4
2138,1625,4
2138,1518,4
2138,1652,4
2140,2140,4
2140,2172,4
2140,2194,4
2177,2177,4
2177,2189,4
2177,2250,4
2190,2190,4
2190,2033,4
2190,2046,4
2190,1999,4
2190,2004,4
2199,2199,4
2199,2035,4
2199,2219,4
2210,2210,4
2210,2272,4
2210,2279,4
2220,2220,4
2220,1949,4
2220,2257,4
2220,2136,4
2220,2403,4
2220,2245,4
2220,2592,4
2220,2522,4
2220,2895,4
2241,2241,4
2241,2259,4
2241,2285,4
2241,2265,4
2241,2358,4
2246,2246,4
2246,2228,4
2246,2254,4
2246,2221,4
2246,2271,4
2311,2311,4
2311,2317,4
2311,2328,4
2311,2351,4
2311,2434,4
2337,2337,4
2337,2258,4
2337,2453,4
2337,2366,4
2337,2524,4
2376,2376,4
2376,2370,4
2376,2374,4
2376,2333,4
2376,2388,4
2376,2372,4
2376,2676,4
2376,2345,4
2376,2432,4
2378,2378,4
2378,2373,4
2378,2573,4
2378,2353,4
2378,2748,4
2378,1955,4
2378,2295,4
2378,2201,4
2378,2360,4
2381,2381,4
2381,2297,4
2381,2402,4
2381,2407,4
2381,2518,4
2381,2515,4
2381,2623,4
2381,2650,4
2381,2665,4
2381,2631,4
2381,2684,4
2381,2697,4
2381,2714,4
2381,2751,4
2381,2848,4
2381,2754,4
2381,2823,4
2393,2393,4
2393,2343,4
2393,2377,4
2435,2435,4
2435,2439,4
2435,2554,4
2440,2440,4
2440,2423,4
2440,2448,4
2459,2459,4
2459,2521,4
2459,3327,4
2459,2497,4
2459,2724,4
2461,2461,4
2461,2281,4
2461,2452,4
2461,2456,4
2461,2496,4
2461,2449,4
2461,2584,4
2461,2668,4
2461,2677,4
2466,2466,4
2466,2480,4
2466,2710,4
2466,2476,4
2466,2667,4
2468,2468,4
2468,2422,4
2468,2463,4
2482,2482,4
2482,2437,4
2482,2538,4
2493,2493,4
2493,2489,4
2493,2588,4
2495,2495,4
2495,2465,4
2495,2770,4
2531,2531,4
2531,2546,4
2531,2579,4
2531,2431,4
2531,2516,4
2543,2543,4
2543,2400,4
2543,2534,4
2547,2547,4
2547,2424,4
2547,2488,4
2547,2350,4
2547,2392,4
2547,2222,4
2547,2305,4
2556,2556,4
2556,2596,4
2556,2692,4
2556,2553,4
2556,2856,4
2570,2570,4
2570,2609,4
2570,2614,4
2570,2620,4
2570,2738,4
2570,2746,4
2570,2775,4
2591,2591,4
2591,2430,4
2591,2500,4
2599,2599,4
2599,2395,4
2599,2572,4
2603,2603,4
2603,2484,4
2603,2602,4
2603,2566,4
2603,2611,4
2603,2604,4
2603,2672,4
2603,2578,4
2603,2605,4
2621,2621,4
2621,2628,4
2621,2718,4
2634,2634,4
2634,2624,4
2634,2740,4
2640,2640,4
2640,2646,4
2640,2695,4
2681,2681,4
2681,2671,4
2681,2702,4
2700,2700,4
2700,2664,4
2700,2694,4
2700,2691,4
2700,2703,4
2730,2730,4
2730,2586,4
2730,2729,4
2730,2717,4
2730,2744,4
2730,2555,4
2730,2690,4
2730,2619,4
2730,2701,4
2737,2737,4
2737,2669,4
2737,2755,4
2769,2769,4
2769,2708,4
2769,2783,4
2779,2779,4
2779,2756,4
2779,2840,4
2779,2772,4
2779,2808,4
2781,2781,4
2781,2529,4
2781,2820,4
2786,2786,4
2786,2792,4
2786,2917,4
2786,2721,4
2786,2807,4
2797,2797,4
2797,2732,4
2797,2763,4
2821,2821,4
2821,2795,4
2821,2832,4
2833,2833,4
2833,3034,4
2833,3073,4
2839,2839,4
2839,2793,4
2839,2799,4
2839,2759,4
2839,2780,4
2839,2698,4
2839,2767,4
2839,2613,4
2839,2622,4
2839,2595,4
2839,2607,4
2842,2842,4
2842,2814,4
2842,2834,4
2844,2844,4
2844,2824,4
2844,2899,4
2847,2847,4
2847,2575,4
2847,2745,4
2847,2617,4
2847,2723,4
2847,2523,4
2847,2567,4
2860,2860,4
2860,2816,4
2860,2841,4
2884,2884,4
2884,2812,4
2884,2894,4
2893,2893,4
2893,2857,4
2893,2902,4
2918,2918,4
2918,2864,4
2918,3126,4
2920,2920,4
2920,2822,4
2920,2911,4
2920,2852,4
2920,2907,4
2920,2784,4
2920,2912,4
2920,2875,4
2920,3058,4
2920,3043,4
2920,3111,4
2943,2943,4
2943,2941,4
2943,2972,4
2943,2938,4
2943,3016,4
2971,2971,4
2971,2850,4
2971,2888,4
3297,3297,4
3297,3339,4
3297,3402,4
3297,3337,4
3297,3378,4
3297,3320,4
3297,3397,4
2960,2960,4
2960,2853,4
2960,2947,4
2965,2965,4
2965,2939,4
2965,2966,4
2965,2811,4
2965,2906,4
2973,2973,4
2973,2757,4
2973,2889,4
2980,2980,4
2980,2989,4
2980,3009,4
2990,2990,4
2990,2854,4
2990,2976,4
3006,3006,4
3006,3063,4
3006,3181,4
3006,3180,4
3006,3259,4
3006,3210,4
3006,3275,4
3006,3322,4
3006,3367,4
3013,3013,4
3013,2995,4
3013,3015,4
3030,3030,4
3030,3140,4
3030,3220,4
3038,3038,4
3038,3184,4
3038,3211,4
3038,3159,4
3038,3338,4
3038,3324,4
3038,3366,4
3041,3041,4
3041,2979,4
3041,3048,4
3049,3049,4
3049,3010,4
3049,3092,4
3049,2967,4
3049,3139,4
3049,2909,4
3049,2955,4
3049,2680,4
3049,2874,4
3068,3068,4
3068,3072,4
3068,3146,4
3068,3141,4
3068,3173,4
3096,3096,4
3096,3172,4
3096,3400,4
3096,3377,4
3096,3457,4
3128,3128,4
3128,3019,4
3128,3026,4
3128,2935,4
3128,2982,4
3158,3158,4
3158,3151,4
3158,3166,4
3158,3045,4
3158,3098,4
3158,3004,4
3158,3124,4
3176,3176,4
3176,3097,4
3176,3122,4
3197,3197,4
3197,3199,4
3197,3254,4
3197,3121,4
3197,3190,4
3197,3109,4
3197,3167,4
3233,3233,4
3233,3212,4
3233,3345,4
3253,3253,4
3253,3104,4
3253,3502,4
3253,2985,4
3253,3024,4
3279,3279,4
3279,3143,4
3279,3323,4
3279,2903,4
3279,3267,4
3279,3123,4
3279,3282,4
3279,3102,4
3279,3156,4
3279,2898,4
3279,2987,4
3286,3286,4
3286,3262,4
3286,3336,4
3286,3147,4
3286,3274,4
3286,3257,4
3286,3317,4
3286,3363,4
3286,3368,4
3286,3293,4
3286,3373,4
3286,3399,4
3286,3452,4
3375,3375,4
3375,3299,4
3375,3313,4
3404,3404,4
3404,3142,4
3404,3692,4
3413,3413,4
3413,3398,4
3413,3458,4
3435,3435,4
3435,3578,4
3435,3680,4
3435,3700,4
3435,3706,4
3435,3715,4
3435,3719,4
3466,3466,4
3466,3025,4
3466,3362,4
3473,3473,4
3473,3454,4
3473,3512,4
3478,3478,4
3478,3408,4
3478,3421,4
3485,3485,4
3485,3426,4
3485,3498,4
3500,3500,4
3500,3264,4
3500,3448,4
3500,3203,4
3500,3574,4
3541,3541,4
3541,3235,4
3541,3436,4
3541,3164,4
3541,3239,4
3541,2829,4
3541,3161,4
3541,3127,4
3541,3223,4
3541,3090,4
3541,3112,4
3543,3543,4
3543,3270,4
3543,3442,4
3543,3136,4
3543,3269,4
3546,3546,4
3546,3499,4
3546,3586,4
3567,3567,4
3567,3470,4
3567,3510,4
3594,3594,4
3594,3447,4
3594,3520,4
3594,3132,4
3594,3296,4
3597,3597,4
3597,3515,4
3597,3564,4
3608,3608,4
3608,3577,4
3608,3624,4
3639,3639,4
3639,3697,4
3639,3745,4
3641,3641,4
3641,3347,4
3641,3650,4
3643,3643,4
3643,3662,4
3643,3796,4
3643,3616,4
3643,3883,4
3643,3334,4
3643,3625,4
3643,3537,4
3643,3754,4
3643,3791,4
3643,3842,4
3652,3652,4
3652,3414,4
3652,3614,4
3665,3665,4
3665,3708,4
3665,3709,4
3665,3742,4
3665,3795,4
3711,3711,4
3711,3777,4
3711,3974,4
3759,3759,4
3759,3730,4
3759,3751,4
3759,3617,4
3759,3679,4
3759,3232,4
3759,3380,4
3759,3229,4
3759,3248,4
3759,3115,4
3759,3243,4
3759,2994,4
3759,3255,4
3768,3768,4
3768,3609,4
3768,3780,4
3768,3735,4
3768,3812,4
3768,3736,4
3768,3856,4
3768,3699,4
3768,3755,4
3768,3645,4
3768,3702,4
3768,3596,4
3768,3682,4
3768,3552,4
3768,3632,4
3774,3774,4
3774,3931,4
3774,4148,4
3774,3908,4
3774,4056,4
3774,4064,4
3774,4082,4
3774,4019,4
3774,4098,4
3774,4113,4
3774,4144,4
3813,3813,4
3813,3633,4
3813,3878,4
3870,3870,4
3870,3714,4
3870,3790,4
3882,3882,4
3882,3549,4
3882,3876,4
3882,3525,4
3882,3581,4
3882,3464,4
3882,3555,4
3882,3410,4
3882,3472,4
3900,3900,4
3900,3704,4
3900,3750,4
3914,3914,4
3914,3710,4
3914,3920,4
3914,3874,4
3914,3924,4
3921,3921,4
3921,3859,4
3921,3993,4
3922,3922,4
3922,3788,4
3922,3865,4
4117,4117,4
4117,3990,4
4117,4106,4
3943,3943,4
3943,3957,4
3943,4004,4
4002,4002,4
4002,4115,4
4002,4174,4
4002,4230,4
4002,4313,4
4002,4226,4
4002,4316,4
4002,4325,4
4002,4489,4
4054,4054,4
4054,3958,4
4054,4097,4
4054,3792,4
4054,3833,4
4054,3660,4
4054,3752,4
4054,3559,4
4054,3649,4
4054,3412,4
4054,3548,4
4054,3281,4
4054,3391,4
4070,4070,4
4070,3936,4
4070,4016,4
4074,4074,4
4074,4100,4
4074,4478,4
4074,4442,4
4074,4500,4
4099,4099,4
4099,4066,4
4099,4126,4
4114,4114,4
4114,4061,4
4114,4078,4
4114,4005,4
4114,4013,4
4122,4122,4
4122,4133,4
4122,4163,4
4122,4175,4
4122,4326,4
4122,4191,4
4122,4502,4
4122,4198,4
4122,4345,4
4122,4202,4
4122,4312,4
4122,4244,4
4122,4369,4
4125,4125,4
4125,4041,4
4125,4140,4
4149,4149,4
4149,3843,4
4149,4048,4
4149,3591,4
4149,3834,4
4152,4152,4
4152,3927,4
4152,4096,4
4156,4156,4
4156,4143,4
4156,4211,4
4156,4157,4
4156,4400,4
4156,4355,4
4156,4642,4
4180,4180,4
4180,4131,4
4180,4219,4
4197,4197,4
4197,4159,4
4197,4221,4
4200,4200,4
4200,4116,4
4200,4235,4
4200,3830,4
4200,3949,4
4200,3886,4
4200,3959,4
4213,4213,4
4213,4062,4
4213,4073,4
4241,4241,4
4241,4247,4
4241,4473,4
4241,4023,4
4241,4248,4
4241,4231,4
4241,4350,4
4272,4272,4
4272,4267,4
4272,4387,4
4278,4278,4
4278,4275,4
4278,4297,4
4278,4332,4
4278,4555,4
4282,4282,4
4282,4102,4
4282,4255,4
4293,4293,4
4293,4286,4
4293,4353,4
4293,4393,4
4293,4490,4
4293,4535,4
4293,4702,4
4293,4706,4
4293,4709,4
4293,4694,4
4293,4971,4
4303,4303,4
4303,4185,4
4303,4246,4
4323,4323,4
4323,4292,4
4323,4361,4
4323,4184,4
4323,4439,4
4323,4476,4
4323,4520,4
4323,4560,4
4323,4711,4
4323,4712,4
4323,4799,4
4342,4342,4
4342,4291,4
4342,4412,4
4342,4193,4
4342,4327,4
4374,4374,4
4374,4305,4
4374,4434,4
4385,4385,4
4385,4414,4
4385,4566,4
4397,4397,4
4397,4419,4
4397,4467,4
4399,4399,4
4399,4438,4
4399,4459,4
4399,4423,4
4399,4545,4
4399,4572,4
4399,4643,4
4573,4573,4
4573,4504,4
4573,4748,4
4573,4474,4
4573,4488,4
4573,4456,4
4573,4463,4
4407,4407,4
4407,4352,4
4407,4404,4
4407,4111,4
4407,4170,4
4408,4408,4
4408,4372,4
4408,4492,4
4408,4496,4
4408,4584,4
4435,4435,4
4435,4378,4
4435,4388,4
4477,4477,4
4477,4469,4
4477,4527,4
4477,4652,4
4477,4692,4
4501,4501,4
4501,4437,4
4501,4505,4
4501,4288,4
4501,4401,4
4512,4512,4
4512,4565,4
4512,4853,4
4512,4924,4
4512,4950,4
4523,4523,4
4523,4529,4
4523,4661,4
4530,4530,4
4530,4344,4
4530,4534,4
4530,4189,4
4530,4375,4
4530,4124,4
4530,4153,4
4530,3963,4
4530,4037,4
4530,3897,4
4530,3932,4
4547,4547,4
4547,4546,4
4547,4639,4
4550,4550,4
4550,4379,4
4550,4598,4
4556,4556,4
4556,4371,4
4556,4577,4
4571,4571,4
4571,4511,4
4571,4593,4
4583,4583,4
4583,4207,4
4583,4575,4
4583,4398,4
4583,4574,4
4592,4592,4
4592,4563,4
4592,4644,4
4592,4540,4
4592,4649,4
4592,4667,4
4592,4672,4
4592,4776,4
4592,4909,4
4592,4911,4
4592,5059,4
4592,5110,4
4592,5139,4
4630,4630,4
4630,4680,4
4630,4738,4
4631,4631,4
4631,4594,4
4631,4603,4
4631,4585,4
4631,4602,4
4632,4632,4
4632,4548,4
4632,4677,4
4632,4686,4
4632,4722,4
4695,4695,4
4695,4619,4
4695,4730,4
4701,4701,4
4701,4717,4
4701,4829,4
4701,4703,4
4701,4777,4
4720,4720,4
4720,4641,4
4720,4885,4
4720,4887,4
4720,4939,4
4720,4952,4
4720,5190,4
4720,4920,4
4720,5087,4
4720,5130,4
4720,5204,4
4720,5210,4
4720,5259,4
4720,5267,4
4720,5318,4
4733,4733,4
4733,4542,4
4733,4766,4
4733,4813,4
4733,4902,4
4737,4737,4
4737,4621,4
4737,4751,4
4739,4739,4
4739,4851,4
4739,4930,4
4739,4948,4
4739,5058,4
4739,5067,4
4739,5114,4
4783,4783,4
4783,4581,4
4783,4789,4
4783,4591,4
4783,4795,4
4783,4802,4
4783,5125,4
4810,4810,4
4810,4684,4
4810,4767,4
4823,4823,4
4823,4816,4
4823,4907,4
4825,4825,4
4825,4729,4
4825,4750,4
4825,4675,4
4825,4757,4
4861,4861,4
4861,4791,4
4861,4886,4
4876,4876,4
4876,4868,4
4876,4967,4
4876,4973,4
4876,5043,4
4876,5060,4
4876,5136,4
4884,4884,4
4884,4828,4
4884,4863,4
4884,4714,4
4884,4856,4
4884,4761,4
4884,4906,4
4904,4904,4
4904,4912,4
4904,4986,4
4913,4913,4
4913,4790,4
4913,4938,4
4916,4916,4
4916,4963,4
4916,5004,4
4982,4982,4
4982,4841,4
4982,5029,4
4982,4615,4
4982,4726,4
5008,5008,4
5008,4854,4
5008,4947,4
5008,4818,4
5008,4846,4
5042,5042,4
5042,4925,4
5042,5047,4
5062,5062,4
5062,4844,4
5062,4845,4
5062,4724,4
5062,4834,4
5062,4363,4
5062,4460,4
5073,5073,4
5073,5069,4
5073,5124,4
5073,5037,4
5073,5100,4
5310,5310,4
5310,5283,4
5310,5326,4
5094,5094,4
5094,5014,4
5094,5093,4
5094,4879,4
5094,4990,4
5112,5112,4
5112,5036,4
5112,5071,4
5112,5015,4
5112,5126,4
5112,4980,4
5112,5031,4
5112,4974,4
5112,5421,4
5128,5128,4
5128,5044,4
5128,5222,4
5132,5132,4
5132,4878,4
5132,5016,4
5148,5148,4
5148,5224,4
5148,5334,4
5148,5232,4
5148,5512,4
5151,5151,4
5151,5092,4
5151,5184,4
5155,5155,4
5155,4936,4
5155,5247,4
5155,5051,4
5155,5078,4
5167,5167,4
5167,5117,4
5167,5185,4
5167,4955,4
5167,5097,4
5172,5172,4
5172,5215,4
5172,5248,4
5172,5265,4
5172,5291,4
5172,5320,4
5172,6146,4
5172,6127,4
5172,6233,4
5172,6332,4
5172,6343,4
5178,5178,4
5178,5095,4
5178,5205,4
5198,5198,4
5198,5150,4
5198,5375,4
5198,5368,4
5198,5557,4
5198,5252,4
5198,5410,4
5198,5470,4
5198,5665,4
5207,5207,4
5207,5229,4
5207,5495,4
5207,5580,4
5207,5843,4
5230,5230,4
5230,4923,4
5230,5189,4
5236,5236,4
5236,5197,4
5236,5280,4
5273,5273,4
5273,5290,4
5273,5317,4
5273,5313,4
5273,5395,4
5275,5275,4
5275,5156,4
5275,5195,4
5275,5001,4
5275,5135,4
5275,4705,4
5275,4944,4
5359,5359,4
5359,5304,4
5359,5462,4
5362,5362,4
5362,5373,4
5362,5416,4
5366,5366,4
5366,5238,4
5366,5401,4
5366,5302,4
5366,5490,4
5366,5476,4
5366,5674,4
5366,5669,4
5366,5760,4
5398,5398,4
5398,5391,4
5398,5463,4
5398,5534,4
5398,5877,4
5398,6027,4
5398,6071,4
5398,6088,4
5398,6140,4
5400,5400,4
5400,5420,4
5400,5616,4
5400,5394,4
5400,5500,4
5400,5564,4
5400,5594,4
5430,5430,4
5430,5412,4
5430,5436,4
5485,5485,4
5485,5482,4
5485,5572,4
5488,5488,4
5488,5486,4
5488,5803,4
5488,5379,4
5488,5444,4
5488,5261,4
5488,5550,4
5498,5498,4
5498,5559,4
5498,5592,4
5502,5502,4
5502,5396,4
5502,5474,4
5505,5505,4
5505,5465,4
5505,5471,4
5523,5523,4
5523,5456,4
5523,5555,4
5531,5531,4
5531,5323,4
5531,5507,4
5531,5057,4
5531,5249,4
5531,4822,4
5531,5231,4
5548,5548,4
5548,5414,4
5548,5468,4
5556,5556,4
5556,5387,4
5556,5552,4
5556,5335,4
5556,5637,4
5563,5563,4
5563,5578,4
5563,5814,4
5587,5587,4
5587,5438,4
5587,5565,4
5587,5496,4
5587,5596,4
5587,5446,4
5587,5758,4
5599,5599,4
5599,5532,4
5599,5614,4
5605,5605,4
5605,5590,4
5605,5710,4
5605,5422,4
5605,5699,4
5605,5286,4
5605,5479,4
5619,5619,4
5619,5288,4
5619,5520,4
5642,5642,4
5642,5363,4
5642,5609,4
5644,5644,4
5644,5625,4
5644,5663,4
5659,5659,4
5659,5647,4
5659,5712,4
5662,5662,4
5662,5602,4
5662,5682,4
5662,5690,4
5662,5757,4
5729,5729,4
5729,5393,4
5729,5620,4
5729,5084,4
5729,5353,4
5733,5733,4
5733,5751,4
5733,5768,4
5733,5839,4
5733,5866,4
5777,5777,4
5777,5764,4
5777,5873,4
5777,5692,4
5777,5742,4
5798,5798,4
5798,5630,4
5798,5831,4
5808,5808,4
5808,5781,4
5808,5858,4
5809,5809,4
5809,5802,4
5809,5835,4
5823,5823,4
5823,5783,4
5823,5882,4
5826,5826,4
5826,5842,4
5826,5941,4
5845,5845,4
5845,5746,4
5845,5800,4
5856,5856,4
5856,5458,4
5856,5852,4
5856,5568,4
5856,5880,4
5856,5790,4
5856,5885,4
5856,5704,4
5856,5878,4
5865,5865,4
5865,5661,4
5865,5844,4
5865,5774,4
5865,5919,4
5865,5934,4
5865,6016,4
5872,5872,4
5872,5613,4
5872,5812,4
5892,5892,4
5892,5840,4
5892,5867,4
5892,5727,4
5892,5773,4
5903,5903,4
5903,5943,4
5903,6014,4
5907,5907,4
5907,5806,4
5907,5855,4
5907,5352,4
5907,5743,4
5914,5914,4
5914,5652,4
5914,5916,4
5929,5929,4
5929,6004,4
5929,6070,4
5944,5944,4
5944,5787,4
5944,5937,4
5944,5676,4
5944,5734,4
5944,5678,4
5944,5752,4
5944,5524,4
5944,5579,4
6019,6019,4
6019,6029,4
6019,6043,4
6019,6012,4
6019,6175,4
6019,5989,4
6019,6315,4
6019,5972,4
6019,6227,4
6019,5862,4
6019,5966,4
6019,5939,4
6019,6044,4
6019,5730,4
6019,5942,4
6019,5425,4
6019,5702,4
6019,5367,4
6019,5382,4
6103,6103,4
6103,5956,4
6103,6066,4
5973,5973,4
5973,5821,4
5973,5961,4
5973,5672,4
5973,5754,4
5975,5975,4
5975,5828,4
5975,5883,4
5979,5979,4
5979,5969,4
5979,6132,4
5979,5991,4
5979,6013,4
5997,5997,4
5997,5906,4
5997,6045,4
6003,6003,4
6003,5847,4
6003,6018,4
6003,5736,4
6003,6063,4
6007,6007,4
6007,5879,4
6007,5933,4
6030,6030,4
6030,5874,4
6030,6095,4
6030,5688,4
6030,5891,4
6030,5450,4
6030,5667,4
6030,5593,4
6030,5707,4
6049,6049,4
6049,6036,4
6049,6040,4
6076,6076,4
6076,5962,4
6076,6154,4
6076,6141,4
6076,6254,4
6076,6575,4
6076,6577,4
6081,6081,4
6081,6109,4
6081,6120,4
6081,5964,4
6081,6145,4
6081,6069,4
6081,6171,4
6125,6125,4
6125,6122,4
6125,6363,4
6125,5926,4
6125,6159,4
6126,6126,4
6126,6085,4
6126,6176,4
6126,6091,4
6126,6194,4
6126,6060,4
6126,6079,4
6129,6129,4
6129,5603,4
6129,6101,4
6131,6131,4
6131,6117,4
6131,6240,4
6131,5990,4
6131,6074,4
6131,5967,4
6131,6123,4
6139,6139,4
6139,6038,4
6139,6078,4
6139,5807,4
6139,6041,4
6139,5983,4
6139,6068,4
6139,5863,4
6139,6128,4
6139,5775,4
6139,5829,4
6139,5755,4
6139,5788,4
6143,6143,4
6143,6098,4
6143,6430,4
6153,6153,4
6153,6065,4
6153,6182,4
6185,6185,4
6185,5888,4
6185,6118,4
6185,5643,4
6185,5884,4
6185,5851,4
6185,5900,4
6185,5770,4
6185,5815,4
6186,6186,4
6186,6198,4
6186,6199,4
6186,6180,4
6186,6249,4
6186,6224,4
6186,6229,4
6186,6354,4
6186,6450,4
6195,6195,4
6195,6203,4
6195,6271,4
6195,6202,4
6195,6260,4
6201,6201,4
6201,5946,4
6201,5978,4
6201,5924,4
6201,5971,4
6201,5912,4
6201,5921,4
6201,5350,4
6201,5857,4
6201,5459,4
6201,5750,4
6201,5376,4
6201,5435,4
6201,5169,4
6201,5226,4
6208,6208,4
6208,6197,4
6208,6200,4
6230,6230,4
6230,5481,4
6230,5794,4
6230,5157,4
6230,5274,4
6238,6238,4
6238,6193,4
6238,6257,4
6238,6162,4
6238,6174,4
6290,6290,4
6290,6237,4
6290,6286,4
6297,6297,4
6297,6147,4
6297,6281,4
6297,6183,4
6297,6247,4
6301,6301,4
6301,6365,4
6301,6369,4
6301,6485,4
6301,6781,4
6301,6901,4
6301,6948,4
6346,6346,4
6346,6111,4
6346,6387,4
6347,6347,4
6347,6375,4
6347,6443,4
6347,6475,4
6347,6516,4
6347,6699,4
6347,6786,4
6370,6370,4
6370,6311,4
6370,6408,4
6377,6377,4
6377,6322,4
6377,6360,4
6382,6382,4
6382,6389,4
6382,6393,4
6416,6416,4
6416,6411,4
6416,6552,4
6416,6209,4
6416,6335,4
6416,6015,4
6416,6211,4
6429,6429,4
6429,6415,4
6429,6447,4
6429,6509,4
6429,6596,4
6432,6432,4
6432,6396,4
6432,6537,4
6432,6506,4
6432,6807,4
6432,6453,4
6432,6550,4
6515,6515,4
6515,6466,4
6515,6489,4
6515,6385,4
6515,6499,4
6515,6236,4
6515,6364,4
6522,6522,4
6522,6528,4
6522,6747,4
6524,6524,4
6524,6388,4
6524,6511,4
6524,6350,4
6524,6372,4
6524,6306,4
6524,6309,4
6524,6215,4
6524,6223,4
6524,6155,4
6524,6206,4
6524,6149,4
6524,6213,4
6524,6084,4
6524,6188,4
6543,6543,4
6543,6582,4
6543,6792,4
6544,6544,4
6544,6214,4
6544,6518,4
6544,6251,4
6544,6441,4
6544,6157,4
6544,6217,4
6546,6546,4
6546,6454,4
6546,6711,4
6559,6559,4
6559,6433,4
6559,6562,4
6601,6601,4
6601,6614,4
6601,6657,4
6601,6291,4
6601,6488,4
6607,6607,4
6607,6449,4
6607,6565,4
6612,6612,4
6612,6671,4
6612,6681,4
6635,6635,4
6635,6643,4
6635,6734,4
6635,6477,4
6635,6677,4
6664,6664,4
6664,6603,4
6664,6621,4
6707,6707,4
6707,6410,4
6707,6814,4
6717,6717,4
6717,6763,4
6717,6988,4
6717,6834,4
6717,7088,4
6717,7093,4
6717,7106,4
6717,7036,4
6717,7186,4
6757,6757,4
6757,6578,4
6757,7064,4
6757,6437,4
6757,6630,4
6757,6288,4
6757,6337,4
6766,6766,4
6766,6701,4
6766,6722,4
6812,6812,4
6812,6750,4
6812,6783,4
6812,6493,4
